,Production company,Wikipedia movie ID
3186,TriBeCa Productions,695023
3187,DreamWorks Animation,1581868
3188,Memfis Film,924038
3189,Saturn Films,883432
3190,Centropolis Entertainment,61184
3191,BBC Film,168929
3192,Warner Bros. Animation,1040965
3193,20th Century Studios,3793519
3194,,213413
3195,Lolafilms,13461141
3196,Mike Zoss Productions,22216
3197,Happy Madison Productions,1011854
3198,Beacon Pictures,1129041
3199,Playtone,44501
3200,Lakeshore Village Entertainment,1312584
3201,,3954298
3202,,22844430
3203,,1709435
3204,StudioCanal,1039414
3205,Disneytoon Studios,448814
3206,Warner Bros.,1047463
3207,RadicalMedia,666948
3208,Pan-Européenne,767783
3209,Warner Bros.,379851
3210,Ciné Tamaris,3571442
3211,Dimension Films,600351
3212,Artisan Entertainment,1503907
3213,Nickelodeon Movies,1518575
3214,,8603914
3215,,2061620
3216,Zentropa,2314090
3217,Bagdasarian Productions,3222171
3218,Dimension Films,3745444
3219,Phoenix Pictures,798491
3220,,10520690
3221,Walt Disney Pictures,94028
3222,Gold/Miller Productions,277667
3223,Paramount Pictures,451866
3224,,991684
3225,,729979
3226,,23669481
3227,Miramax,2216783
3228,Walt Disney Pictures,1682418
3229,Gramercy Pictures,6117093
3230,Toei Company,20344625
3231,,320500
3232,Trimark Pictures,5994199
3233,Toei Company,6159275
3234,,3614858
3235,Columbia Pictures,1942317
3236,,2707684
3237,,25896181
3238,,2052329
3239,,3541767
3240,Dragon Pictures,11744739
3241,,5579762
3242,Warner Bros.,1722156
3243,,27359584
3244,Walt Disney Animation Studios,919477
3245,Columbia Pictures,11414473
3246,Lakeshore Village Entertainment,6607195
3247,Icon Productions,1226289
3248,Cube Vision,1409356
3249,Imagine Entertainment,4867859
3250,Focus Features,37599
3251,Paramount Pictures,10206962
3252,20th Century Studios,1685440
3253,Saturn Films,101813
3254,,4220745
3255,,3802292
3256,Warner Bros.,3618333
3257,20th Century Studios,1145800
3258,Warner Bros.,213416
3259,,3710372
3260,DreamWorks,633531
3261,Miramax,3606413
3262,Amblin Entertainment,142224
3263,Screen Gems,702217
3264,,302491
3265,New Line Cinema,2269465
3266,Paramount Pictures,10071292
3267,Pixar,197558
3268,Hyde Park Entertainment,1152416
3269,View Askew Productions,101523
3270,Touchstone Pictures,10541514
3271,DreamWorks,18717177
3272,The Montecito Picture Company,899255
3273,Good Machine,2958168
3274,Universal Pictures,3569822
3275,,26100617
3276,Mr. Mudd,20179720
3277,Aamir Khan Productions,381810
3278,Archie Comics,754323
3279,WingNut Films,173941
3280,Lionsgate,2520368
3281,,975900
3282,Touchstone Pictures,223268
3283,,940565
3284,StudioCanal,20786
3285,Searchlight Pictures,1703792
3286,Revolution Studios,106328
3287,Type A Films,444267
3288,,195388
3289,StudioCanal,1267713
3290,Studio Ghibli,70091
3291,Flower Films,57820
3292,Thousand Words,244752
3293,France 3 Cinéma,44302
3294,MK2,846828
3295,Intermedia,31079
3296,Shepperton Studios,142476
3297,Morgan Creek Entertainment,4087825
3298,Bavaria Film,1515876
3299,Columbia Pictures,179064
3300,Walt Disney Pictures,367085
3301,,9886340
3302,Village Roadshow Pictures,305909
3303,,1211241
3304,Angel Studios,142481
3305,,7658324
3306,Heyday Films,667361
3307,,3594430
3308,Madhouse,829780
3309,,7784121
3310,,1839694
3311,Killer Films,15782460
3312,,24676396
3313,,8908715
3314,20th Century Studios,1208768
3315,Touchstone Pictures,99304
3316,,426761
3317,,426761
3318,,5649185
3319,Fandango,29680525
3320,ARTE,3654057
3321,,1985184
3322,Davis Films,1031292
3323,Metro-Goldwyn-Mayer,1690432
3324,Warner Bros.,171623
3325,Star Overseas,538995
3326,,1091625
3327,20th Century Studios,735291
3328,,2739726
3329,20th Century Studios,2638660
3330,MTM Medien & Television München,1729915
3331,Conundrum Entertainment,366111
3332,,1716343
3333,Metro-Goldwyn-Mayer,623452
3334,,33238079
3335,,8337486
3336,Revolution Studios,545933
3337,Bandai Namco Filmworks,364250
3338,StudioCanal,1374014
3339,,5848001
3340,Warner Bros.,2480828
3341,Cruise/Wagner Productions,54030
3342,Studio 4°C,21122304
3343,Fandango,1083614
3344,20th Century Studios,4451435
3345,MTV Films,1569634
3346,Medusa Film,2035320
3347,New Line Cinema,96893
3348,Dark Castle Entertainment,1135295
3349,Columbia Pictures,3146483
3350,Warner Bros.,5524740
3351,Universal Pictures,248222
3352,Bedford Falls Productions,171628
3353,Columbia Pictures,2372920
3354,Metro-Goldwyn-Mayer,277710
3355,,1794176
3356,Morgan Creek Entertainment,1346428
3357,Fireworks Entertainment,675574
3358,Miramax,1474328
3359,Universal Pictures,241471
3360,,25826060
3361,,1248209
3362,Dharma Productions,581185
3363,Film4 Productions,2979644
3364,20th Century Studios,20181491
3365,Amblin Entertainment,473273
3366,Gold/Miller Productions,532618
3367,Village Roadshow Pictures,963435
3368,Intermedia,3842309
3369,,16676489
3370,Laurence Mark Productions,1015585
3371,,1325092
3372,Toei Company,20344329
3373,Universal Pictures,957359
3374,Jersey Films,1373922
3375,Original Film,1519350
3376,El Deseo,5523710
3377,,3237331
3378,DreamWorks,2018960
3379,,25932995
3380,Fantastic Factory,5033320
3381,,10799167
3382,Davis Entertainment,732851
3383,New Line Cinema,652539
3384,Hyde Park Entertainment,22751
3385,Universal Pictures,3306716
3386,,161779
3387,Good Machine,42507
3388,Paramount Pictures,316092
3389,DreamWorks,74293
3390,Warner Bros.,894764
3391,Regency Enterprises,518018
3392,Lionsgate,4673196
3393,Beacon Pictures,289591
3394,,311179
3395,Square,11242
3396,Universal Animation Studios,3957383
3397,,623593
3398,,1193390
3399,,17288740
3400,de Passe Entertainment,3520927
3401,Constantin Film,3829543
3402,,1608670
3403,Canal+,2171678
3404,Paramount Pictures,375183
3405,New Line Cinema,151461
3406,EuropaCorp,972958
3407,Blue Sky Studios,34044456
3408,Amblin Entertainment,673599
3409,Regency Enterprises,1374292
3410,20th Century Studios,142049
3411,New Line Cinema,594105
3412,C2 Pictures,4338749
3413,Alcon Entertainment,4760936
3414,20th Century Studios,780873
3415,Universal Pictures,963986
3416,Castle Rock Entertainment,1331395
3417,Paramount Pictures,156774
3418,New Line Cinema,897540
3419,Dimension Films,234537
3420,Miramax,3326435
3421,Miramax,201534
3422,Sky Group,249876
3423,HanWay Films,249956
3424,New Line Cinema,173944
3425,Constantin Film,1033297
3426,Miramax,5999816
3427,Imagine Entertainment,307072
3428,South Pacific Pictures,176762
3429,Amblin Entertainment,215873
3430,Amblin Entertainment,215873
3431,DNA Films,145892
3432,Lucasfilm,50957
3433,Walt Disney Pictures,164754
3434,Sil-Metropole Organisation,318542
3435,,15220617
3436,DreamWorks,62668
3437,,6205827
3438,Warner Bros.,2692160
3439,Outlaw Productions,454718
3440,Miramax,6197489
3441,Walt Disney Pictures,5085987
3442,Cartoon Network Studios,1167226
3443,,9389794
3444,Spyglass Media Group,164698
3445,,236283
3446,Roger Avary,1405221
3447,Studio Ghibli,697246
3448,,9310559
3449,Walt Disney Pictures,2093928
3450,Lionsgate,509792
3451,Columbia Pictures,146947
3452,Warner Bros.,1840775
3453,Dimension Films,33577424
3454,DreamWorks,277713
3455,Saturn Films,200626
3456,DreamWorks Animation,706047
3457,Walt Disney Pictures,648781
3458,Videofilmes,461322
3459,,1691104
3460,New Line Cinema,479757
3461,Rainmaker Entertainment,4673182
3462,Myriad Pictures,930143
3463,Castle Rock Entertainment,633883
3464,Original Film,415156
3465,Consolidated Film Industries,1223711
3466,Momentum Pictures,1801710
3467,,1686720
3468,Film4 Productions,360138
3469,,1475745
3470,DreamWorks,342741
3471,,542094
3472,Columbia Pictures,450141
3473,Universal Pictures,11014779
3474,Intermedia,188902
3475,Zentropa,6550586
3476,20th Century Studios,2997971
3477,,4190400
3478,Metro-Goldwyn-Mayer,698242
3479,Warner Bros.,1157158
3480,New Line Cinema,226664
3481,StudioCanal,1842500
3482,ATO Records,4140604
3483,Searchlight Pictures,396470
3484,StudioCanal,5790223
3485,,14346248
3486,Lionsgate,2208902
3487,Warner Bros.,1072075
3488,Miramax,8644317
3489,,2376744
3490,,8526754
3491,Columbia Pictures,261023
3492,Eon Productions,156644
3493,StudioCanal,299490
3494,,6005999
3495,Revolution Studios,1755731
3496,,1578168
3497,Anime International Company,2344137
3498,Village Roadshow Pictures,9088886
3499,The Walt Disney Company,4493967
3500,Memfis Film,924101
3501,MTV Films,1128561
3502,United Artists Corporation,1357504
3503,,1618008
3504,Institute for Regional Education,101567
3505,,210316
3506,Lightstorm Entertainment,4908352
3507,Miramax,1623051
3508,Icon Productions,1011468
3509,,5120552
3510,Searchlight Pictures,898561
3511,40 Acres & A Mule Filmworks,695700
3512,Happy Madison Productions,227291
3513,Blinding Edge Pictures,72453
3514,New Line Cinema,630721
3515,Di Novi Pictures,855797
3516,Imagine Entertainment,1182345
3517,,2350185
3518,Dimension Films,9382823
3519,Hyde Park Entertainment,1882956
3520,StudioCanal,1897341
3521,Toei Company,2033359
3522,Revolution Studios,369790
3523,BBC Film,633832
3524,Section Eight Productions,945305
3525,Lakeshore Village Entertainment,2903228
3526,Warner Bros.,4102452
3527,Regency Enterprises,2888880
3528,Searchlight Pictures,933060
3529,,5792459
3530,Nickelodeon Movies,990764
3531,The Walt Disney Company,162446
3532,,9503710
3533,,2045037
3534,Media Asia Films,394536
3535,WWE Studios,957322
3536,Regency Enterprises,1126385
3537,National Geographic Society,43307
3538,Grosvenor Park Productions,875305
3539,BBC Film,2792455
3540,Original Film,231486
3541,StudioCanal,4205606
3542,,2008260
3543,,23181686
3544,Spyglass Media Group,12509757
3545,,5766690
3546,,12153345
3547,,4607218
3548,,563861
3549,Saturn Films,964721
3550,El Deseo,1946017
3551,Cube Vision,11448113
3552,,2563837
3553,Alliance Films,5031048
3554,,8994729
3555,Fireworks Entertainment,10404370
3556,Village Roadshow Pictures,1354688
3557,,5222578
3558,,1953197
3559,,6048196
3560,,31158746
3561,Parkes/MacDonald Productions,3759215
3562,Columbia Pictures,229047
3563,Paramount Pictures,4646185
3564,Searchlight Pictures,2724358
3565,,2506848
3566,Tollin/Robbins Productions,408849
3567,Touchstone Pictures,5579651
3568,Touchstone Pictures,1703740
3569,MTV Films,1161730
3570,,224487
3571,Lionsgate Home Entertainment,892031
3572,HBO,9959871
3573,Columbia Pictures,781629
3574,20th Century Studios,752155
3575,Paramount Pictures,2976107
3576,Lakeshore Village Entertainment,452767
3577,Warner Bros.,123417
3578,Warner Bros.,210998
3579,20th Century Studios,288303
3580,Spyglass Media Group,194249
3581,Cathy Konrad,1164544
3582,Spyglass Media Group,237303
3583,New Line Cinema,174251
3584,DEJ Productions,443556
3585,Touchstone Pictures,326982
3586,Madhouse,981874
3587,Paramount Pictures,210155
3588,Brad Grey Pictures,880056
3589,Miramax,301314
3590,Walt Disney Pictures,321496
3591,Metro-Goldwyn-Mayer,1305939
3592,Pixar,239587
3593,Working Title Films,370064
3594,,5443971
3595,20th Century Studios,370858
3596,Touchstone Pictures,1389099
3597,France 3,470943
3598,DreamWorks Animation,281069
3599,American Zoetrope,369682
3600,Disneytoon Studios,725817
3601,Revolution Studios,2482322
3602,,3943529
3603,Walt Disney Pictures,5511248
3604,Paramount Pictures,570321
3605,SNL Studios,10565718
3606,SNL Studios,10565718
3607,Brad Grey,1380361
3608,Walt Disney Pictures,2236324
3609,Mirage Enterprises,461364
3610,Revolution Studios,883489
3611,Rai 2,6559480
3612,20th Century Studios,1028910
3613,Bedford Falls Productions,228274
3614,Revolution Studios,1389264
3615,,1804349
3616,Rai Fiction,1789884
3617,Metro-Goldwyn-Mayer,447672
3618,Double R Productions,194693
3619,Searchlight Pictures,474556
3620,X-Filme Creative Pool,401839
3621,Claussen & Wöbke Filmproduktion,4717651
3622,20th Century Studios,1129847
3623,Pathé,705267
3624,,2339186
3625,Working Title Films,468353
3626,,2247831
3627,Columbia Pictures,431014
3628,Columbia Pictures,431014
3629,Canal+,496640
3630,,13893715
3631,Canal+,397310
3632,Cruise/Wagner Productions,594488
3633,DreamWorks,461353
3634,,3583927
3635,Zide/Perry Productions,1128240
3636,IFC Films,3024556
3637,New Line Cinema,1863169
3638,Recorded Picture Company,615121
3639,Revolution Studios,740744
3640,Universal Pictures,407591
3641,Nickelodeon Movies,805097
3642,Capitol Films,1384107
3643,Intermedia,225615
3644,Regency Enterprises,1380847
3645,Columbia Pictures,240907
3646,,228519
3647,Village Roadshow Pictures,460052
3648,Canal+,6758985
3649,Castle Rock Entertainment,2876631
3650,,734207
3651,Toei Animation,309553
3652,,1127059
3653,Free Range Films,1128444
3654,Silver Pictures,921891
3655,,878005
3656,Jersey Films,2302751
3657,Paramount Pictures,1119784
3658,,22747077
3659,Original Film,407288
3660,This is that corporation,468326
3661,Revolution Studios,1164538
3662,,748616
3663,Boll KG,3238135
3664,HBO Films,234382
3665,,1419209
3666,Columbia Pictures,793025
3667,,6371775
3668,,33363793
3669,Intermedia,1394579
3670,Imagine Entertainment,1597877
3671,EuropaCorp,1157922
3672,Walt Disney Pictures,203413
3673,,5541000
3674,,1156559
3675,Nickelodeon Movies,915315
3676,Double R Productions,590462
3677,Working Title Films,255858
3678,,1511805
3679,ARTE,2591449
3680,,1598456
3681,The Montecito Picture Company,974837
3682,Walt Disney Pictures,355548
3683,CJ Entertainment,2746792
3684,,3264582
3685,Lionsgate,307789
3686,Lionsgate,307789
3687,Warner Bros.,1126572
3688,,1511944
3689,El Deseo,574210
3690,Dimension Films,320496
3691,Will Ferrell,448735
3692,New Line Cinema's House of Horror,714334
3693,Lionsgate,905964
3694,,9447595
3695,Revolution Studios,23631832
3696,Café Film,2651186
3697,,2757780
3698,Castle Rock Entertainment,172577
3699,,4417953
3700,Robert Simonds Productions,456588
3701,Lionsgate,4673186
3702,Natural Nylon,1244822
3703,,503161
3704,,4924369
3705,Revolution Studios,1128661
3706,Davis Entertainment,2613497
3707,Millennium Media,4232814
3708,Revolution Studios,293165
3709,Wild Bunch,265242
3710,"OLM, Inc.",1543560
3711,Imagine Entertainment,4803480
3712,Jerry Bruckheimer Films,1037237
3713,,1255024
3714,,5787216
3715,Davis Entertainment,564947
3716,Pixar,565879
3717,20th Century Studios,407178
3718,BenderSpink,454208
3719,Morgan Creek Entertainment,1026994
3720,This is that corporation,537024
3721,American Zoetrope,1105412
3722,DreamWorks,525314
3723,New Line Cinema,873469
3724,Studio Ghibli,3903364
3725,Constantin Film,797798
3726,Sixteen Films,4628722
3727,Apatow Productions,709490
3728,Davis Entertainment,3266309
3729,Warner Bros.,1046470
3730,Miramax,525270
3731,,1164646
3732,United Artists Corporation,706990
3733,Filmauro,602965
3734,Gracie Films,1274324
3735,Killer Films,1330877
3736,Walt Disney Pictures,4680612
3737,Warner Bros.,3132815
3738,New Line Cinema,17917662
3739,Evolution Entertainment,1025150
3740,Miramax,7133616
3741,,3318002
3742,Scott Rudin Productions,1043108
3743,,10090252
3744,,1552787
3745,Lionsgate,1575869
3746,Warner Bros.,323715
3747,Universal Pictures,548259
3748,,2742724
3749,Big Talk Productions,598397
3750,Walt Disney Pictures,733213
3751,Warner Bros.,789903
3752,Disneytoon Studios,4471705
3753,StudioCanal,1134373
3754,Happy Madison Productions,477099
3755,,544413
3756,DreamWorks,709318
3757,Lakeshore Village Entertainment,1287385
3758,Walden Media,709391
3759,Universal Pictures,1599839
3760,UK Film Council,16109770
3761,One Race Films,670226
3762,,6021748
3763,Walt Disney Pictures,464883
3764,2003 Productions,1205027
3765,Columbia Pictures,612052
3766,Warner Bros.,466340
3767,Newmarket Capital Group,993791
3768,Digital Frontier,6215073
3769,FilmColony,1045457
3770,A. Film A/S,8357964
3771,Columbia Pictures,1162528
3772,Amblin Entertainment,676909
3773,Apocalypso Pictures,2342514
3774,Téléma,1371900
3775,Searchlight Pictures,1144172
3776,Searchlight Pictures,558336
3777,Searchlight Pictures,882119
3778,Heyday Films,667371
3779,Paramount Pictures,900231
3780,Lionsgate,1960065
3781,Really Useful Group,308856
3782,,4228986
3783,Killer Films,20331472
3784,Celluloid Dreams,2457326
3785,Paramount Pictures,826409
3786,Destination Films,2812718
3787,UK Film Council,1297472
3788,,1994850
3789,,2141418
3790,ARTE,1412632
3791,Electric Entertainment,1042309
3792,Lionsgate,1020511
3793,Nordisk Film,1878054
3794,Vega Film,1214211
3795,Bristol Bay Productions,993226
3796,Strike Entertainment,538455
3797,Dualstar,788543
3798,,213462
3799,Intermedia,1141438
3800,HBO Films,1060187
3801,,1195543
3802,DreamWorks,903383
3803,DreamWorks,903383
3804,Warner Bros.,730734
3805,Beacon Pictures,871130
3806,Star Overseas,1607895
3807,,2261407
3808,Lionsgate,1749535
3809,Ghost House Pictures,1094719
3810,Revolution Studios,607444
3811,Haut et Court,7183180
3812,,1666667
3813,Troma Entertainment,17079759
3814,Castle Rock Entertainment,3701905
3815,Sony Pictures Classics,1044633
3816,Spyglass Media Group,1045723
3817,,22877388
3818,Bazelevs Company,1732642
3819,,1164551
3820,Revolution Studios,871056
3821,Sony Pictures,5292920
3822,,13885547
3823,Touchstone Pictures,1075838
3824,Walt Disney Pictures,492158
3825,CinéGroupe,892265
3826,20th Century Studios,451817
3827,Columbia Pictures,518928
3828,Brookwell McNamara Entertainment,1202791
3829,Pathé,1137578
3830,,2540975
3831,UK Film Council,1243901
3832,Lita Stantic,9403496
3833,Blinding Edge Pictures,739286
3834,StudioCanal,1157124
3835,DreamWorks Animation,334874
3836,,2803176
3837,Castle Rock Entertainment,805120
3838,Red Hour Productions,709419
3839,TriBeCa Productions,962010
3840,Walt Disney Pictures,699208
3841,,1348785
3842,New Line Cinema,992451
3843,Village Roadshow Pictures,772732
3844,Pathé,1586160
3845,View Askew Productions,568780
3846,Creative Capers Entertainment,2330126
3847,Paramount Vantage,1052133
3848,Paramount Pictures,1189614
3849,40 Acres & A Mule Filmworks,3329115
3850,Serendipity Point Films,1371113
3851,Intermedia,1138675
3852,,4877373
3853,Revolution Studios,1238514
3854,Yash Raj Films,1223684
3855,,1341089
3856,Donald De Line,1035959
3857,Disneytoon Studios,385706
3858,,9895860
3859,Rainmaker Entertainment,4673170
3860,,1096949
3861,,1508787
3862,Focus Features,1128108
3863,Pierrot,30872164
3864,Grupo PRISA,1267059
3865,12-Gauge Production,113651
3866,12-Gauge Production,113651
3867,,1584494
3868,,11142038
3869,Warner Bros.,1241944
3870,,19837210
3871,,1307956
3872,,871013
3873,,12782740
3874,Tribeca,1823450
3875,Dimension Films,1083768
3876,,5026362
3877,Lionsgate,1373852
3878,Lionsgate,2876569
3879,New Line Cinema,1129583
3880,y3 film Hans Weingärtner Filmproduktion,1554502
3881,Icon Productions,195246
3882,,28542372
3883,,3471159
3884,Miracle Pictures,1102282
3885,Miracle Pictures,1102282
3886,,5035407
3887,,2191717
3888,Metro-Goldwyn-Mayer,679040
3889,"OLM, Inc.",1054845
3890,Mandeville Films,7224803
3891,,25501154
3892,Walt Disney Pictures,474527
3893,Millennium Media,12289584
3894,The Montecito Picture Company,451821
3895,,4944730
3896,Universal Pictures,3307040
3897,Universal Pictures,469019
3898,Production I.G,15707290
3899,,2618881
3900,Davis Entertainment,348449
3901,Film4 Productions,923265
3902,,639319
3903,,29029613
3904,Columbia Pictures,4990409
3905,DC Comics,481605
3906,Dimension Films,1336308
3907,Vertigo,1891886
3908,Blue Sky Studios,893808
3909,20th Century Studios,1641890
3910,Universal Pictures,504242
3911,Rogue,1399043
3912,Silver Pictures,1889426
3913,Universal Pictures,2510385
3914,,3289723
3915,Walt Disney Pictures,1549008
3916,,3092405
3917,Sony Pictures Classics,3752653
3918,Revolution Studios,1470810
3919,Celador,2253390
3920,Searchlight Pictures,2273984
3921,Vulcan Productions,4538840
3922,Warner Independent Pictures,2663129
3923,20th Century Studios,1190594
3924,Warner Bros.,1068520
3925,,2748709
3926,,9168916
3927,Lucasfilm,55447
3928,,2651593
3929,Universal Pictures,473086
3930,Searchlight Pictures,4191487
3931,,1751944
3932,Participant,2148370
3933,,2507687
3934,Apatow Productions,2021400
3935,Universal Pictures,2096043
3936,Focus Features,1904012
3937,Touchstone Pictures,3201442
3938,,3632993
3939,Sony Pictures,1830431
3940,Paramount Pictures,535335
3941,Castle Rock Entertainment,1744593
3942,,2436901
3943,Twisted Pictures,1640736
3944,EuropaCorp,3452126
3945,Universal Pictures,491757
3946,20th Century Studios,357186
3947,New Line Cinema,1278961
3948,Laika,1430396
3949,DreamWorks,2367208
3950,MTV Films,2444093
3951,Focus Features,3598984
3952,Scott Free Productions,2073069
3953,Sony Pictures,1720492
3954,Lionsgate,2377503
3955,,2411357
3956,Walt Disney Pictures,2296056
3957,Mandalay Entertainment,1572988
3958,Dimension Films,1996350
3959,EuropaCorp,1686031
3960,Alcon Entertainment,13963229
3961,Alcon Entertainment,13963229
3962,,6459226
3963,Good Machine,1623960
3964,Saturn Films,2643692
3965,Film4,2238856
3966,,1959464
3967,New Line Cinema,1385251
3968,DreamWorks,1958425
3969,Touchstone Pictures,2182788
3970,New Line Cinema,1194710
3971,BBC,2676861
3972,Imagine Entertainment,1424754
3973,,19522049
3974,,4329444
3975,Columbia Pictures,1505118
3976,Warner Bros.,1277918
3977,Imagine Entertainment,2008863
3978,Worldwide Pants,3288825
3979,Imagine Entertainment,2763180
3980,Touchstone Pictures,1952976
3981,20th Century Studios,1519783
3982,BBC Film,3083330
3983,,1604763
3984,MTV Films,1377427
3985,Recorded Picture Company,5791363
3986,,2488667
3987,Blue Yonder Films,3028097
3988,,4650848
3989,Square Enix,670013
3990,DreamWorks Animation,17901688
3991,,11330813
3992,Spyglass Media Group,5541530
3993,Jim Henson Pictures,550486
3994,Miramax,2426058
3995,Lionsgate,3242877
3996,DreamWorks,30871261
3997,Walt Disney Pictures,1599509
3998,Village Roadshow Pictures,1210303
3999,Raw Nerve,2331662
4000,Nickelodeon Movies,3145964
4001,Universal Pictures,1469871
4002,The Asylum,21665854
4003,,3276167
4004,Metro-Goldwyn-Mayer,1727946
4005,Lionsgate,4673173
4006,Lionsgate,4673173
4007,BBC Film,2032945
4008,Columbia Pictures,1524596
4009,Warner Bros.,2450370
4010,,25725289
4011,,4207564
4012,Wolfgang Herold,2278569
4013,Village Roadshow Pictures,2492165
4014,Original Film,2010744
4015,Working Title Films,2312056
4016,,2912982
4017,Revolution Studios,2918858
4018,Amblin Entertainment,2311219
4019,Screen Gems,2571604
4020,Columbia Pictures,1599541
4021,EuropaCorp,3752065
4022,Telecinco Cinema,9907753
4023,Outerbanks Entertainment,1253851
4024,Augustus Film,2983983
4025,Dark Horse Entertainment,1402997
4026,Madhouse,2055612
4027,,6268076
4028,KG Productions,5645921
4029,Gold Circle Films,1331578
4030,,3208449
4031,Summit Entertainment,2799874
4032,EuropaCorp,2409484
4033,,33585127
4034,Ghost House Pictures,1469695
4035,,2542052
4036,,6770577
4037,,6717078
4038,,4531990
4039,,23256368
4040,Echo Bridge Home Entertainment,4742175
4041,Columbia Pictures,1684625
4042,Columbia Pictures,3626050
4043,Lionsgate,4673167
4044,,1823554
4045,Vanguard Animation,1643035
4046,,22306475
4047,Production I.G,14270026
4048,Columbia Pictures,4122840
4049,,17409304
4050,,25526308
4051,,2480188
4052,New Line Cinema,1726126
4053,Centro de Capacitación Cinematográfica,25434480
4054,Pathé,9776999
4055,,3476178
4056,ImageMovers,2721109
4057,MTV Films,3326231
4058,,15391368
4059,Arnon Milchan,4865862
4060,Spyglass Media Group,1519082
4061,Village Roadshow Pictures,1849258
4062,New Line Cinema,1881893
4063,20th Century Studios,1131021
4064,,2249171
4065,Walt Disney Animation Studios,1194084
4066,South Australian Film Corporation,2706105
4067,,4734122
4068,,7329519
4069,,2318313
4070,di Bonaventura Pictures,2313750
4071,Focus Features,2646948
4072,Disneytoon Studios,3492883
4073,Relativity Media,2643816
4074,,2857073
4075,,2687986
4076,Telefilm Canada,2645237
4077,,8899840
4078,Regency Enterprises,2969963
4079,,5785156
4080,Paramount Pictures,1661137
4081,Les Films des Tournelles,3534336
4082,,4564324
4083,Universal Pictures,5346664
4084,Sivaji Productions,1114328
4085,20th Century Studios,1682805
4086,20th Century Studios,1922815
4087,20th Century Studios,2600144
4088,20th Century Studios,4597853
4089,Jerry Bruckheimer Films,999394
4090,Type A Films,3875767
4091,Relativity Media,2162986
4092,Columbia Pictures,2793610
4093,Sony Pictures,930379
4094,,6270677
4095,Lakeshore Village Entertainment,5930667
4096,American Zoetrope,2701261
4097,20th Century Studios,2029825
4098,Strike Entertainment,3793631
4099,El Deseo,4927911
4100,20th Century Studios,2979277
4101,Playtone,3600059
4102,1492 Pictures,4167411
4103,Telecinco Cinema,3261733
4104,New Line Cinema,2295405
4105,Mandate Pictures,4155050
4106,IFC Films,12091274
4107,Lionsgate,3931502
4108,Deep River Productions,7047921
4109,Sixteen Films,4017383
4110,Walden Media,3116175
4111,Beacon Pictures,3585867
4112,Wiedemann & Berg Television,5454803
4113,Davis Films,2465576
4114,Fu Works,3866194
4115,,2571385
4116,Morgan Creek Entertainment,6470956
4117,Absurda,2028217
4118,,7564146
4119,,7017644
4120,ImageMovers,2571348
4121,,8620409
4122,United Artists Corporation,2558613
4123,Universal Pictures,3032361
4124,,4267117
4125,MTV Films,5315100
4126,,8152402
4127,This is that corporation,4299508
4128,,4235653
4129,United Artists Corporation,4305002
4130,,7003043
4131,Fortissimo Films,5227184
4132,Disneytoon Studios,2877925
4133,Recorded Picture Company,6557406
4134,20th Century Studios,2303174
4135,,8543798
4136,,9367905
4137,ITV Studios,6542034
4138,Castle Rock Entertainment,2873368
4139,Spyglass Media Group,4112888
4140,Gold Circle Films,2306908
4141,StudioCanal,3936140
4142,Revolution Studios,5646653
4143,Madhouse,6527176
4144,2929 Entertainment,5444993
4145,Constantin Film,7031132
4146,New Line Cinema,2826890
4147,Phoenix Pictures,3966684
4148,Plan B Entertainment,2352397
4149,Universal Pictures,1498491
4150,Warner Bros.,2450308
4151,Pixar,920613
4152,,10918489
4153,Paramount Pictures,2439396
4154,Warner Bros.,2809621
4155,,17062866
4156,Universal Pictures,3592692
4157,,1086222
4158,,12926217
4159,,13102698
4160,,9470281
4161,Madman Entertainment,5529883
4162,Morgan Creek Entertainment,2572919
4163,,5348143
4164,Thousand Words,1611072
4165,,8942561
4166,20th Century Studios,8708612
4167,,2147563
4168,RadicalMedia,17665499
4169,,2983487
4170,Touchstone Pictures,3037944
4171,,12798059
4172,,6120213
4173,,6120213
4174,Legendary Pictures,4550882
4175,DreamWorks,14725310
4176,,4409112
4177,Zentropa,9072164
4178,23/5 Filmproduktion,3746858
4179,,5831848
4180,,5195911
4181,Sacher Film,4916040
4182,France 3,5281893
4183,View Askew Productions,1283050
4184,,5318353
4185,,12995615
4186,,3371298
4187,Metro-Goldwyn-Mayer,1362608
4188,,2342941
4189,New Line Cinema,4431656
4190,20th Century Studios,5095233
4191,Columbia Pictures,3226774
4192,Columbia Pictures,2692284
4193,,8012981
4194,,3748536
4195,Legendary Pictures,8796061
4196,,6233834
4197,Sony Pictures Imageworks,8484755
4198,Aardman Animations,2330988
4199,,6699130
4200,,5259161
4201,Memfis Film,7139279
4202,,7286899
4203,Millennium Media,2706589
4204,StudioCanal,10843767
4205,Constantin Film,2926668
4206,Warner Bros.,1644192
4207,Walt Disney Pictures,4118248
4208,Warner Bros.,1082656
4209,Telefilm Canada,4251465
4210,,2953325
4211,Gaumont-British Picture Corporation,3763760
4212,,9673848
4213,New Line Cinema,1945359
4214,,7508621
4215,Warner Bros.,4453691
4216,Screen Gems,3009141
4217,,4110795
4218,,4084609
4219,Canal+,2554585
4220,,3625394
4221,,1372551
4222,,10117636
4223,Village Roadshow Pictures,3995423
4224,Universal Pictures,2385928
4225,Big Beach,6011641
4226,Warner Bros.,2688309
4227,Rockstar Leeds,3615688
4228,Lionsgate,3486717
