,imdbid,year,rating,id,title,WikiID
34,3508566,1891,0,9802,La vague,294983
35,5447082,1891,0,9943,Two Fencers,1425830
36,0000003,1892,0,5433,Pauvre Pierrot,6431647
37,0000004,1892,0,9631,Un bon bock,9999926
38,0000002,1892,0,9632,Le clown et ses chiens,9996498
39,0241446,1892,0,9951,Fencing,275705
40,0234520,1892,0,9952,Le prince de Galles,199586
41,0242148,1892,0,9948,Wrestling,735092
42,0241266,1892,0,9986,Boxing,4283645
43,0000005,1893,0,9583,Blacksmith Scene,73372
44,0229217,1894,0,9636,Annabelle Butterfly Dance,39760474
45,8419312,1894,0,9642,Edison Kinetoscope Records: Annie Oakley,395513
46,0000015,1894,0,9646,Autour d&#39;une cabine,341023
47,0229235,1894,0,9648,"Barbershop, The",87714
48,0309396,1894,0,9649,Bucking Broncho,9623703
49,0309402,1894,0,9650,Buffalo Dance,14601731
50,0000001,1894,0,9651,Carmencita,10040105
51,0000008,1894,0,9652,Edison Kinetoscopic Record of a Sneeze,1090697
52,0177707,1894,0,9654,Dickson Experimental Sound Film,786716
53,0000006,1894,0,9655,Chinese Opium Den,10094757
54,0000007,1894,0,9656,Corbett and Courtney Before the Kinetograph,10104497
55,2049440,1894,0,9662,Falling Cat,38077664
56,0312728,1894,0,9663,"Glenroy Bros., No. 2",14264140
57,0256782,1894,0,9664,Glenroy Brothers,14264140
58,0203646,1894,0,9668,Leonard-Cushing Fight,66405367
59,0277115,1894,0,9671,"Luis Martinetti, Contortionist",23135267
60,2161519,1894,0,9673,Sandow No. 2,1403430
61,2161521,1894,0,9674,Sandow No. 3,1403430
62,0413219,1894,0,9681,Reve au coin du feu,385718
63,0000009,1894,0,9779,Miss Jerry,10109752
64,0000014,1895,0,5444,Tables Turned on the Gardener,9419760
65,0132134,1895,0,6200,"Execution of Mary, Queen of Scots, The",8754949
66,0000011,1895,1,9679,Akrobatisches Potpourri,10126013
67,0154152,1895,0,9683,Annabelle Serpentine Dance,34822838
68,0000017,1895,0,9714,Italienischer Bauerntanz,10345445
69,0000029,1895,1,9715,Baby&#39;s Dinner,73165
70,0477266,1895,0,9766,Billy Edwards and the Unknown,196703
71,0000022,1895,0,9767,Blacksmith Scene,145092
72,0000016,1895,0,9787,Barque sortant du port,10331203
73,0000091,1896,0,4982,"House of the Devil, The",4062042
74,0000131,1896,0,5406,Une nuit terrible,34562088
75,0223341,1896,0,5445,La fee aux choux,807258
76,0000012,1896,0,6199,"Arrival of a Train, The",1431965
77,1428455,1896,0,9672,Sandow,1403430
78,1672718,1896,0,9949,Alger: rue Bab-Azoun,
79,1736599,1896,0,9950,Lassage des boeufs pour le labour,
80,0222137,1896,0,9901,Lancement d&#39;un navire,12686237
81,0000041,1897,0,9328,Bataille de neige,11696927
82,0135696,1898,0,4978,Four Heads Are Better Than One,23804620
83,0000211,1898,0,5410,"Astronomer&#39;s Dream; or, The Man in the Moon, The",580
84,0224240,1898,0,5411,"Temptation of St. Anthony, The",25338311
85,0000246,1899,0,4994,A Turn of the Century Illusionist,14220
86,0000230,1899,3,5914,Cinderella,26071595
87,0291476,1900,0,1594,Sherlock Holmes Baffled,9119737
88,0000300,1900,0,4271,"Enchanted Drawing, The",12531485
89,0000304,1900,0,4343,Grandma&#39;s Reading Glass,787971
90,0000272,1900,0,4344,As Seen Through A Telescope (a.k.a The Professor and His Field Glass),9119884
91,0257654,1900,0,4345,Explosion of a Motor Car (a.k.a The Dlights of Automobiling),
92,0000306,1900,0,4346,Hamlet ( Le Duel d&#39;Hamlet),8968794
93,0135453,1900,0,4993,"One-Man Band, The",36285028
94,0377995,1900,0,5069,Grandma Threading Her Needle,20951689
95,0230746,1900,0,5072,"Searching Ruins on Broadway, Galveston, for Dead Bodies",12142456
96,0000313,1900,0,5438,Let Me Dream Again,31885101
97,0227438,1900,0,5446,"Doctor and the Monkey, The",45410195
98,0000359,1901,0,4995,L&#39;homme a la tete en caoutchouc,4860524
99,0258104,1901,0,5437,Reve et realite,66616311
100,0131934,1901,0,5500,Bluebeard,254519
101,0000417,1902,0,1252,Le voyage dans la lune,34002711
102,0229024,1902,0,5431,Gulliver&#39;s Travels,43023
103,0367177,1902,0,5432,"Twentieth Century Tramp; or, Happy Hooligan and His Airship, The",60894190
104,0000413,1902,0,5443,Mephistopheles&#39; School of Magic,173599
105,0000439,1903,0,1319,"Great Train Robbery, The",73919
106,0135180,1903,0,5002,"Infernal Boiling Pot, The",9569532
107,0000455,1903,0,5063,"Music Lover, The",44733
108,0223755,1903,0,5064,"Monster, The",27693619
109,0189498,1903,0,5683,"Enchanted Well, The",44407378
110,0215664,1904,0,5224,"Cook in Trouble, The",58278256
111,0135179,1904,0,5404,"Living Playing Cards, The",56074794
112,0135631,1904,0,5601,"Untamable Whiskers, The",60945503
113,0000499,1904,0,6135,Le voyage a travers l&#39;impossible,609968
114,0135690,1905,0,5003,"Scheming Gambler&#39;s Paradise, The",41741578
115,0215575,1905,0,5602,"Black Imp, The",64723807
116,0000574,1906,1,1349,"Story of the Kelly Gang, The",142995
117,0216016,1906,0,5024,"Mysterious Retort, The",41744943
118,0000554,1906,0,5435,Humorous Phases of Funny Faces,1081565
119,0135122,1906,0,5603,"Hilarious Posters, The",64800212
120,0000567,1906,0,5684,"400 Tricks of the Devil, The",250055
121,0449172,1906,0,6206,A Funny Shave,48560872
122,1260944,1906,0,7215,"Consequence of Feminism, The",19514976
123,0215737,1907,0,5223,"Eclipse: Courtship of the Sun and Moon, The",14567007
124,0215817,1907,0,5615,Good Glue Sticks,65429822
125,1802750,1908,0,6231,Unusual Cooking,656245
126,0001009,1909,2,4409,"Princess Nicotine; or, The Smoke Fairy",789992
127,0127948,1909,0,5635,"Devilish Tenant, The",46418568
128,0277596,1909,1,6211,Le barometre de la fidelite,
129,0232821,1910,3,1464,Tilly the Tomboy Visits the Poor,106000
130,0486978,1910,0,4983,Mobilier fidele,330900
131,1515725,1910,0,5685,A Trip to Mars,47760152
132,0002101,1912,2,2003,Cleopatra,19236804
133,0002281,1912,0,2005,"Invaders, The",23973848
134,0277865,1912,0,5357,Max and the Donkey,1385717
135,0003512,1913,0,5364,"Voyage of the Bourrichon Family, The",44340174
136,0003424,1913,0,5915,Suspense,17860504
137,0003973,1914,2,4457,A Florida Enchantment,1498916
138,0004972,1915,2,1258,"Birth of a Nation, The",3333
139,0006745,1916,3,2008,Gretchen the Greenhorn,37747465
140,0279914,1916,3,2014,Lady Windermere&#39;s Fan,165356
141,0007507,1916,0,5368,"Vagabond, The",2561024
142,0006864,1916,0,5944,Intolerance: Love&#39;s Struggle Throughout the Ages,189862
143,0007361,1916,3,7004,Snow White,2826225
144,0008652,1917,3,1981,A Tale of Two Cities,44344750
145,0008499,1917,3,1993,Rebecca of Sunnybrook Farm,3344145
146,0008443,1917,3,1994,"Poor Little Rich Girl, The",76016
147,0008519,1917,0,2015,A Romance of the Redwoods,14632340
148,0008489,1917,2,2019,"Raffles, the Amateur Cracksman",25731303
149,0009682,1918,3,1996,Tarzan of the Apes,4791224
150,0009652,1918,3,2007,Stella Maris,18964723
151,0008844,1918,0,5441,Are Crooks Dishonest?,14318882
152,0010281,1918,3,7108,Ich mochte kein Mann sein,19493926
153,0010879,1919,3,2018,When the Clouds Roll by,5565908
154,0009968,1919,0,2588,Broken Blossoms or The Yellow Man and the Girl,73380
155,0010323,1920,0,1306,"Cabinet of Dr. Caligari, The",173650
156,0011588,1920,3,1991,Pollyanna,16428005
157,0011870,1920,3,5948,Within Our Gates,76638
158,0012532,1921,3,1263,Orphans of the Storm,5925279
159,0012349,1921,0,3945,"Kid, The",1346905
160,0011979,1921,3,4204,"Blot, The",4661
161,0012364,1921,2,5898,K&ouml;rkarlen (The Phantom Carriage),16717
162,0013442,1922,2,1307,"Nosferatu, eine Symphonie des Grauens",82423
163,0013496,1922,2,1631,"Phantom, The",5667662
164,0013428,1922,2,1778,Nathan der Weise,1422827
165,0013367,1922,1,2001,"Man from Beyond, The",31280344
166,0013257,1922,3,3800,H&auml;xan: Witchcraft Through the Ages,13478
167,0012543,1922,0,5361,"Paleface, The",6748163
168,0013427,1922,1,5901,Nanook of the North,21174
169,0013140,1922,3,5958,Foolish Wives,15852561
170,0013086,1922,3,5967,"Dr. Mabuse, der Spieler - Ein Bild der Zeit",848028
171,0014429,1923,0,1961,Safety Last!,76313
172,0014611,1923,0,1967,Why Worry?,5016035
173,0014469,1923,2,1998,"Silent Command, The",15435020
174,0013626,1923,3,5888,La souriante Madame Beudet,6752639
175,0014341,1923,0,5949,Our Hospitality,2685258
176,0014624,1923,2,8947,A Woman of Paris,546663
177,0015175,1924,2,1337,Die Nibelungen,6315775
178,0015174,1924,2,1338,Kriemhild&#39;s Revenge,87306
179,0015400,1924,0,1264,"Thief of Bagdad, The",76385
180,0015498,1924,0,1960,Wild Oranges,14193289
181,0015163,1924,0,2009,"Navigator, The",4499305
182,0015324,1924,0,2011,Sherlock Jr.,76346
183,0014945,1924,0,2016,Girl Shy,3371111
184,0015116,1924,3,2020,Manhandled,32176706
185,1764657,1924,0,2413,"Great White Silence, The",33088785
186,0013845,1924,0,6209,Help!,34675
187,0015881,1924,3,8458,Greed,73930
188,0016220,1925,2,1305,"Phantom of the Opera, The",308930
189,0015648,1925,0,1308,Battleship Potemkin,77865
190,0015864,1925,0,1309,"Gold Rush, The",73882
191,0015863,1925,0,1978,Go West,9021073
192,0015841,1925,0,2012,"Freshman, The",3831825
193,0016332,1925,0,3077,Seven Chances,5697483
194,0016039,1925,2,5514,"Lost World, The",2509613
195,0015624,1925,2,5962,"Big Parade, The",73368
196,0015361,1925,0,5991,Stachka,4655863
197,0017449,1926,1,1334,"Temptress, The",9271112
198,0016884,1926,1,1260,Flesh and the Devil,2676497
199,0017925,1926,0,1310,"General, The",68688
200,0016895,1926,0,1966,For Heaven&#39;s Sake,13811
201,0017410,1926,3,3217,So&#39;s Your Old Man,1160674
202,0015532,1926,1,5974,Die Abenteuer des Prinzen Achmed,4321732
203,0018033,1927,3,1227,It,34939
204,0017136,1927,1,1267,Metropolis,49696
205,0018192,1927,2,1312,Abel Gance&#39;s Napoleon,375474
206,0018528,1927,0,1311,"Unknown, The",3566585
207,0018455,1927,2,1632,Sunrise: A Song of Two Humans,61904
208,0018051,1927,0,1964,"Kid Brother, The",5045608
209,0018199,1927,0,1982,Nevada,23470411
210,0018183,1927,3,2010,My Best Girl,16426208
211,0018578,1927,1,3118,Wings,61046
212,0018037,1927,1,5975,"Jazz Singer, The",68145
213,0017825,1927,1,7324,Downhill [When Boys Leave Home],1619872
214,0019254,1928,0,1314,"Passion of Joan of Arc, The",457561
215,0019412,1928,0,1963,Speedy,1823165
216,0018773,1928,0,1968,"Circus, The",142780
217,0018742,1928,0,1970,"Cameraman, The",5656505
218,0019421,1928,0,1971,"Steamboat Bill, Jr.",584014
219,0019304,1928,0,1972,"Racket, The",61047
220,0018684,1928,0,1977,Beggars of Life,14305173
221,0019290,1928,1,1979,"Power of the Press, The",5908853
222,0018937,1928,0,1980,A Girl in Every Port,17435717
223,0019258,1928,3,2013,"Patsy, The",12636891
224,0019571,1928,2,2017,While the City Sleeps,15453790
225,0019130,1928,2,2021,"Man Who Laughs, The",8864659
226,0018806,1928,1,5912,"Crowd, The",928593
227,0018839,1928,2,5984,"Docks of New York, The",73432
228,0019237,1928,2,9314,Our Dancing Daughters,2237290
229,0020530,1929,0,1313,Un chien andalou,161334
230,0019777,1929,2,1953,"Cocoanuts, The",1216093
231,0020572,1929,0,1962,Welcome Danger,32896528
232,0018737,1929,3,2324,Pandora&#39;s Box (Die B&uuml;chse der Pandora),24290
233,0019760,1929,0,3897,Man with a Movie Camera,185564
234,0019702,1929,2,5979,Blackmail,1237381
235,0020286,1929,0,6046,Throw of the Dice,12973724
236,0021015,1929,3,7287,Juno and the Paycock [The Shame of Mary Boyle],1624212
237,0019729,1929,3,8464,Broadway Melody,61182
238,0020697,1930,1,1315,"Blue Angel, The",1588930
239,0020629,1930,0,1316,All Quiet on the Western Front,4592959
240,0020641,1930,3,1326,Anna Christie,8370506
241,0021040,1930,3,3713,Ladies of Leisure,24469993
242,0021577,1930,0,3871,L&#39;Age d&#39;Or,4860524
243,0021156,1930,1,3865,Morocco,74966
244,0021148,1930,3,3927,Min and Bill,177741
245,0020670,1930,2,4253,Be Yourself,40638750
246,0020668,1930,3,6782,"Bat Whispers, The",17951322
247,0021165,1930,3,7291,Murder!,1623263
248,0020640,1930,3,8463,Animal Crackers,45224
249,0022100,1931,3,610,M,66322
250,0022183,1931,3,628,M&auml;dchen in Uniform,19191
251,0022208,1931,3,636,Night Nurse,9545952
252,0021884,1931,1,1317,Frankenstein,73488
253,0020642,1931,3,1327,Anna Christie,8371008
254,0023196,1931,3,1333,Mata Hari,6538127
255,0022458,1931,0,1633,Tabu: A Story of the South Seas,76375
256,0022000,1931,3,1828,Indiscreet,14288728
257,0022054,1931,0,1956,"Last Flight, The",7901981
258,0022251,1931,0,1974,Pardon Us,3177256
259,0021814,1931,2,1985,Dracula,1046559
260,0022158,1931,1,2384,Monkey Business,1230304
261,0021749,1931,3,2705,City Lights,73401
262,0022074,1931,2,4243,"Smiling Lieutenant, The",61062
263,0021735,1931,3,5741,"Cheat, The",35340704
264,0022286,1931,3,5934,"Public Enemy, The",76034
265,0021739,1931,3,6030,La Chienne,2742956
266,0022599,1931,1,6031,A Nous la Liberte,724551
267,0021079,1931,1,6043,Little Caesar,15272880
268,0022395,1931,3,7294,"Skin Game, The",280976
269,0023395,1931,2,7296,Rich and Strange [East of Shanghai],1623252
270,0021815,1931,3,8213,Dracula,1046559
271,0021746,1931,3,8467,Cimarron,2410609
272,0021985,1931,1,8557,Hyppolit a lakaj,28176057
273,0022397,1931,3,9095,Skippy,61052
274,0021730,1931,1,9110,"Champ, The",61058
275,0023042,1932,1,1318,I Am a Fugitive from a Chain Gang,61070
276,0022958,1932,3,1328,Grand Hotel,44752
277,0022614,1932,2,1983,"Age of Consent, The",5071174
278,0023027,1932,1,2383,Horse Feathers,1014242
279,0023694,1932,0,2550,White Zombie,1610321
280,0022718,1932,1,2767,Boudu Saved from Drowning,2639712
281,0023634,1932,1,3530,"I Was Born, But...",4051128
282,0023238,1932,0,3658,"Most Dangerous Game, The",7715240
283,0022913,1932,2,3659,Freaks,73494
284,0024188,1932,1,3844,Island of Lost Souls,5480364
285,0023293,1932,3,4775,"Old Dark House, The",2629975
286,0023213,1932,3,5742,Merrily We Go to Hell,29163959
287,0022940,1932,2,5783,"Girl from Calgary, The",24142371
288,0023649,1932,3,5910,Vampyr,859655
289,0023458,1932,3,5929,Shanghai Express,61061
290,0023590,1932,3,6051,Three on a Match,2779486
291,0023158,1932,2,6052,Love Me Tonight,74913
292,0023427,1932,1,6063,Scarface,76331
293,0023385,1932,3,6092,Red-Headed Woman,1141361
294,0023935,1932,1,6176,"Death Kiss, The",14088330
295,0023582,1932,3,6852,Thirteen Women,1064260
296,0022694,1932,1,6990,"Blue Light (Das Blaue Licht), The",23419800
297,0023285,1932,0,7301,Number 17,208288
298,0023814,1932,3,10705,"Bitter Tea of General Yen, The",3781605
299,0024028,1933,3,802,Footlight Parade,73473
300,0024481,1933,3,1330,Queen Christina,2513887
301,0024473,1933,1,1248,"Private Life of Henry VIII., The",61074
302,0024216,1933,0,2229,King Kong,16782
303,0024264,1933,3,2231,Little Women,2175661
304,0023753,1933,3,3188,Alice in Wonderland,62180
305,0024727,1933,3,3210,"Vampire Bat, The",6550108
306,0024034,1933,3,4335,42nd Street,840058
307,0023932,1933,3,5029,Day of Reckoning,38203871
308,0023969,1933,1,5185,Duck Soup,73440
309,0024679,1933,3,5752,Tomorrow at Seven,26262913
310,0024069,1933,3,5916,Gold Diggers of 1933,2810604
311,0024008,1933,3,6056,Female,11570453
312,0024625,1933,3,6193,A Study in Scarlet,18702162
313,0024432,1933,0,6205,"Peanut Vendor, The",5776033
314,0024184,1933,1,7450,"Invisible Man, The",1605299
315,0023775,1933,3,7528,Baby Face,2285254
316,0023940,1933,1,8346,Design for Living,22110321
317,0023876,1933,3,8477,Cavalcade,3947300
318,0024210,1933,1,10492,"Kennel Murder Case, The",24051596
319,0024548,1933,2,10702,She Done Him Wrong,60155
320,0024601,1933,3,10714,Sons of the Desert,361280
321,0025316,1934,3,621,It Happened One Night,44696
322,0024961,1934,1,1324,"Cat&#39;s-Paw, The",6678
323,0025746,1934,3,1325,"Scarlet Empress, The",3644661
324,0025617,1934,1,1329,"Painted Veil, The",8351040
325,0025004,1934,1,1246,"Count of Monte Cristo, The",4578771
326,0024991,1934,1,1270,Cleopatra,6306820
327,0025586,1934,1,1379,Of Human Bondage,8049233
328,0024844,1934,0,1795,L&#39;atalante,4860524
329,0025423,1934,0,1969,"Lost Patrol, The",7133888
330,0025822,1934,3,4443,Spitfire,12733257
331,0025465,1934,3,4702,Maniac,3402751
332,0024831,1934,3,5319,Anne of Green Gables,58406
333,0025424,1934,2,5523,Lost in the Stratosphere,23949470
334,0025755,1934,3,5821,Search for Beauty,29164919
335,0025091,1934,3,6772,Evelyn Prentice,18692593
336,0025452,1934,3,7304,"Man Who Knew Too Much, The",2345042
337,0025301,1934,3,7999,Imitation of Life,4731866
338,0025543,1934,0,8653,Mystery Liner,25235518
339,0025318,1934,3,10824,It&#39;s a Gift,74821
340,0027125,1935,2,595,Top Hat,61501
341,0026029,1935,3,1242,"39 Steps, The",3724436
342,0026071,1935,2,1261,Anna Karenina,8164826
343,0026752,1935,1,1361,Mutiny on the Bounty,3992212
344,0026768,1935,3,1685,Naughty Marietta,61494
345,0026942,1935,3,2362,Roberta,12800555
346,0026667,1935,3,2756,Magnificent Obsession,4717823
347,0026778,1935,1,3881,A Night At The Opera,75263
348,0026138,1935,3,3891,"Bride of Frankenstein, The",73375
349,0026599,1935,2,5750,"Lady in Scarlet, The",43961433
350,0026939,1935,2,5913,"Riverside Murder, The",27280443
351,0026663,1935,2,7998,Mad Love,2310279
352,0028333,1936,1,596,Swing Time,919005
353,0027977,1936,0,1323,Modern Times,74962
354,0027438,1936,1,1237,"Charge of the Light Brigade, The",5641052
355,0028216,1936,1,1359,San Francisco,44218
356,0028505,1936,2,1360,Wife vs. Secretary,3531556
357,0028096,1936,3,1369,"Petrified Forest, The",560414
358,0027996,1936,3,1992,Mr. Deeds Goes to Town,61508
359,0027387,1936,3,2363,Born to Dance,3680736
360,0028174,1936,0,2554,Revolt of the Zombies,6531454
361,0027562,1936,1,2699,Earthworm Tractors,23994681
362,0028021,1936,3,2853,Osaka Elegy,6584379
363,0028355,1936,3,3280,Theodora Goes Wild,180912
364,0027698,1936,3,3401,"Great Ziegfeld, The",44437
365,0029207,1936,3,3548,"Mandarin Mystery, The",25225453
366,0027752,1936,3,3560,"Only Son, The",24001036
367,0028683,1936,3,3598,Camille,8068462
368,0028092,1936,3,4010,Pennies from Heaven,18076983
369,0028203,1936,3,4069,Romeo and Juliet,334649
370,0027407,1936,3,4143,Bullets or Ballots,14566842
371,0028010,1936,2,5852,My Man Godfrey,74979
372,0028212,1936,3,5926,Sabotage,247098
373,0027652,1936,2,6096,Fury,73498
374,0028000,1936,3,6174,Murder at Glen Athol,27997087
375,3427056,1936,0,6210,Il caso Valdemar,1455148
376,0028356,1936,2,7227,These Three,1482779
377,0028231,1936,3,7308,Secret Agent,293623
378,0027545,1936,3,7992,Dracula&#39;s Daughter,7923
379,0029546,1937,1,597,Shall We Dance,4041420
380,0029604,1937,3,631,Stage Door,61531
381,0029608,1937,3,795,Stella Dallas,16113015
382,0028739,1937,2,1332,Conquest,2361036
383,0029682,1937,2,1335,Topper,1224344
384,0029162,1937,2,1336,Lost Horizon,61529
385,0029442,1937,1,1240,"Prisoner of Zenda, The",9285648
386,0029087,1937,2,1244,Knight Without Armor,7999587
387,0029377,1937,2,1358,Parnell,14689013
388,0029583,1937,3,1976,Snow White and the Seven Dwarfs,76361
389,0028772,1937,2,2382,A Day at the Races,606121
390,0029322,1937,0,3968,Nothing Sacred,1850265
391,0029192,1937,3,4255,Make Way for Tomorrow,4333107
392,0029565,1937,1,5617,Murder at the Baskervilles (Silver Blaze),23951630
393,0029453,1937,2,5740,Pepe le Moko,3645367
394,0028597,1937,3,6554,"Awful Truth, The",61522
395,0029811,1937,3,7317,"Girl Was Young, The",9429
396,0029217,1937,3,7877,Marked Woman,691156
397,0027552,1937,3,8473,"Bizarre, Bizarre",10373755
398,0029146,1937,1,8478,"Life of Emile Zola, The",44210
399,0029751,1937,3,10352,Wee Willie Winkie,14878446
400,0028691,1937,0,10838,Captains Courageous,4015188
401,0029971,1938,2,594,Carefree,3981967
402,0030341,1938,3,620,"Lady Vanishes, The",9404578
403,0030241,1938,3,994,Holiday,4070671
404,0030044,1938,0,1238,"Dawn Patrol, The",13860081
405,0030287,1938,2,1367,Jezebel,1396988
406,0030755,1938,2,1378,"Sisters, The",11632165
407,0029942,1938,0,2467,Boys Town,740989
408,0030473,1938,1,2590,"Mr. Wong, Detective",17146070
409,0029843,1938,2,3103,"Adventures of Robin Hood, The",62084
410,0029929,1938,2,3283,Bluebeard&#39;s Eighth Wife,254519
411,0029947,1938,3,3400,Bringing Up Baby,73376
412,0030149,1938,3,3951,Four Daughters,62095
413,0030396,1938,3,4495,"Mad Miss Manton, The",14255798
414,0030127,1938,1,6042,"Baker&#39;s Wife, The",251613
415,0029870,1938,1,7290,Angels with Dirty Faces,145621
416,0032138,1939,3,174,"Wizard of Oz, The",561315
417,0031381,1939,3,291,Gone with the Wind,2804704
418,0031235,1939,2,383,Dodge City,89272
419,0032143,1939,3,588,"Women, The",19978736
420,0031971,1939,3,593,Stagecoach,62122
421,0032145,1939,2,1239,Wuthering Heights,3823100
422,0031385,1939,2,1245,"Goodbye, Mr. Chips",1126798
423,0031725,1939,3,1259,Ninotchka,62118
424,0031516,1939,2,1368,Juarez,1369204
425,0031210,1939,3,1370,Dark Victory,62111
426,0031826,1939,2,1371,Essex and Elizabeth,779774
427,0032155,1939,2,1382,Young Mr. Lincoln,839547
428,0031507,1939,2,1383,Jesse James,2371912
429,0031252,1939,2,1384,Drums Along the Mohawk,624314
430,0031981,1939,2,1385,"Story of Alexander Graham Bell, The",20664798
431,0031322,1939,0,1973,"Flying Deuces, The",3987540
432,0031455,1939,0,2086,"Hunchback of Notre Dame, The",52803
433,0031060,1939,2,2372,At the Circus,695522
434,0031387,1939,3,2555,"Gorilla, The",2109157
435,0031680,1939,1,2622,Mr. Wong in Chinatown,17181033
436,0031742,1939,1,2851,Of Mice and Men,62121
437,0031885,1939,3,3089,"Rules of the Game, The",202133
438,0031066,1939,3,3723,Babes in Arms,9112052
439,0031225,1939,3,5634,Destry Rides Again,7906
440,0031709,1939,3,5763,Nancy Drew... Reporter,23913031
441,0031022,1939,3,5863,"Adventures of Sherlock Holmes, The",545231
442,0031679,1939,2,5946,Mr. Smith Goes to Washington,62117
443,0031505,1939,3,7322,Jamaica Inn,3291478
444,0031514,1939,2,8098,Le jour se l&egrave;ve,3963744
445,0031397,1939,0,8511,Gulliver&#39;s Travels,43023
446,0031593,1939,3,9038,Love Affair,62115
447,0031398,1939,0,10848,Gunga Din,6504325
448,0031762,1939,2,10880,Only Angels Have Wings,1903318
449,0032910,1940,1,478,Pinocchio,187010
450,0032976,1940,3,618,Rebecca,1259785
451,0033152,1940,0,1265,"Thief of Bagdad, The",3406838
452,0032811,1940,3,1501,"Mortal Storm, The",1533733
453,0032349,1940,2,1355,Comrade X,4105119
454,0032273,1940,1,1356,Boom Town,1777992
455,0033105,1940,0,1357,Strange Cargo,11635629
456,0032983,1940,0,1366,"Return of Frank James, The",2372198
457,0032194,1940,2,1373,"All This, and Heaven Too",62687
458,0032701,1940,2,1380,"Letter, The",172031
459,0032551,1940,3,1387,"Grapes of Wrath, The",42645
460,0032339,1940,0,1975,A Chump at Oxford,3177319
461,0032215,1940,3,2556,"Ape, The",6551407
462,0033021,1940,1,2678,Santa Fe Trail,5367128
463,0032599,1940,3,3033,His Girl Friday,74018
464,0033028,1940,3,3050,"Sea Hawk, The",936234
465,0032553,1940,3,3470,"Great Dictator, The",62689
466,0032943,1940,3,4257,Pride and Prejudice,2649257
467,0032946,1940,3,4354,Primrose Path,17782099
468,0032406,1940,2,4363,Chamber of Horrors / Door with the Seven Locks,15492765
469,0032376,1940,3,4415,"Dance, Girl, Dance",12450050
470,0032904,1940,3,4943,"Philadelphia Story, The",62592
471,0032455,1940,0,5039,Fantasia,73460
472,0032211,1940,3,5320,Anne Of Windy Poplars,1479615
473,0031359,1940,3,5773,Gaslight,2279610
474,0032690,1940,3,5802,"Last Alarm, The",70111751
475,0032484,1940,1,7311,Foreign Correspondent,62688
476,0033045,1940,3,7861,"Shop Around the Corner, The",76353
477,0032676,1940,1,8480,Knute Rockne All American,74856
478,0034328,1941,2,1331,Two-Faced Woman,8366729
479,0034175,1941,3,1512,"Shanghai Gesture, The",1563948
480,0033870,1941,1,1230,"Maltese Falcon, The",4593958
481,0033467,1941,1,1266,Citizen Kane,5224
482,0033563,1941,2,1117,Dumbo,172299
483,0033836,1941,2,1372,"Little Foxes, The",16767019
484,0033804,1941,2,1386,"Lady Eve, The",74858
485,0033533,1941,3,1682,"Devil and Miss Jones, The",1364299
486,0033727,1941,1,1941,Mr. Bug Goes to Town,1624054
487,0033717,1941,1,2410,High Sierra,560449
488,0034398,1941,2,2436,"Wolf Man, The",927058
489,0033459,1941,3,2446,Cheers for Miss Bishop,10444367
490,0033902,1941,1,2468,Men of Boys Town,26260223
491,0033627,1941,0,2867,49th Parallel,1273501
492,0033436,1941,3,2906,Buck Privates,3933604
